Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,High Score,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Is Training
1660000,0.013079192,None,0.16126037,None,None,None,0.0012721241,0.06854139,0.00029007165,1.0
1670000,0.013641412,7508.0,0.16082929,11.200000166893005,11.200000166893005,None,0.0021496583,0.066169634,0.00029000832,1.0
1680000,0.011623928,None,0.15046851,None,None,None,0.0011149169,0.06541592,0.0002899515,1.0
1690000,0.012584934,None,0.15957096,None,None,None,0.001215795,0.070089206,0.0002898945,1.0
1700000,0.012973131,None,0.16335528,None,None,None,0.0012871455,0.0673816,0.00028983114,1.0
1710000,0.010517569,None,0.15659542,None,None,None,0.001377091,0.0667185,0.00028976778,1.0
1720000,0.013196046,10668.5,0.14990047,15.900000236928463,15.900000236928463,None,0.0031750149,0.06905846,0.0002897109,1.0
1730000,0.0129815405,None,0.1507713,None,None,None,0.0012306782,0.06669426,0.00028965395,1.0
1740000,0.013464037,None,0.15541697,None,None,None,0.0013014821,0.066923454,0.0002895906,1.0
1750000,0.013040617,None,0.15794899,None,None,None,0.0012969482,0.06678897,0.00028952723,1.0
1760000,0.0127822915,3515.0,0.15040104,4.800000071525574,4.800000071525574,None,0.002344681,0.06579152,0.00028947022,1.0
1770000,0.012154281,19757.0,0.15012035,31.800000473856926,31.800000473856926,None,0.0020211828,0.068204135,0.00028941254,1.0
1780000,0.011152496,None,0.15139481,None,None,None,0.0010286907,0.07064217,0.00028934903,1.0
1790000,0.012273404,None,0.15788248,None,None,None,0.0011976402,0.06789221,0.00028928544,1.0
1800000,0.011671593,None,0.16053489,None,None,None,0.0012694062,0.064890005,0.00028922842,1.0
1810000,0.012304813,None,0.15710522,None,None,None,0.0012697516,0.07192643,0.00028917138,1.0
1820000,0.013130622,None,0.15175468,None,None,None,0.0012884338,0.065025955,0.00028910805,1.0
1830000,0.012242103,None,0.15831093,None,None,None,0.0013931663,0.0675679,0.000289051,1.0
1840000,0.01266065,18566.0,0.16464406,29.000000432133675,29.000000432133675,None,0.0018305134,0.0619938,0.00028899426,1.0
1850000,0.012228912,None,0.16804299,None,None,None,0.001253928,0.062435735,0.00028893095,1.0
1860000,0.012448408,None,0.16500707,None,None,None,0.001211795,0.062843524,0.0002888676,1.0
1870000,0.012537785,34184.0,0.15859258,53.80000080168247,53.80000080168247,None,0.0019769666,0.06793072,0.00028881076,1.0
1880000,0.012310724,None,0.15483096,None,None,704.0,0.0011544572,0.07395355,0.00028875392,1.0
1890000,0.010922156,None,0.15469344,None,None,711.0,0.0011059168,0.066809855,0.0002886902,1.0
1900000,0.011714582,None,0.157071,None,None,718.0,0.0013119169,0.06774129,0.0002886268,1.0
1910000,0.0126351435,None,0.16076364,None,None,725.0,0.0013415647,0.06355934,0.00028856978,1.0
1920000,0.01292206,80567.0,0.158698,129.0000019222498,129.0000019222498,733.0,0.0013834101,0.07336503,0.00028851273,1.0
1930000,0.012468433,19015.0,0.15913953,29.800000444054604,29.800000444054604,741.0,0.0026848465,0.06369587,0.0002884497,1.0
1940000,0.012406081,None,0.15913956,None,None,750.0,0.0012073725,0.07062806,0.0002883864,1.0
1950000,0.011717843,44065.0,0.15620556,70.20000104606152,70.20000104606152,757.0,0.0013333444,0.06432424,0.00028832938,1.0
1960000,0.013551142,None,0.15270099,None,None,765.0,0.002024476,0.06735374,0.0002882725,1.0
1970000,0.010965284,None,0.15265529,None,None,772.0,0.0011888444,0.07032963,0.00028820918,1.0
1980000,0.01276591,None,0.15854743,None,None,780.0,0.001353536,0.07080285,0.0002881458,1.0
1990000,0.013499538,None,0.16918495,None,None,786.0,0.0012355193,0.06658587,0.00028808878,1.0
2000000,0.011999561,3844.0,0.1673961,5.800000086426735,5.800000086426735,793.0,0.0015907809,0.07192968,0.00028803173,1.0
2010000,0.010844105,None,0.16807753,None,None,800.0,0.0011684393,0.06535829,0.00028796837,1.0
2020000,0.011809967,None,0.16157535,None,None,807.0,0.0011035502,0.066567905,0.00028791133,1.0
2030000,0.012274008,None,0.1526492,None,None,815.0,0.0011747886,0.06623184,0.00028785432,1.0
2040000,0.013333053,None,0.15390587,None,None,823.0,0.001342235,0.06694438,0.00028779096,1.0
2050000,0.01127132,None,0.15892804,None,None,830.0,0.0012741822,0.07214723,0.0002877276,1.0
2060000,0.012526677,89419.0,0.15699986,143.60000213980675,143.60000213980675,837.0,0.0021430822,0.06975462,0.00028767082,1.0
2070000,0.011358761,None,0.16079722,None,None,844.0,0.001212185,0.067608014,0.00028761386,1.0
2080000,0.0119391,None,0.15176708,None,None,853.0,0.001316064,0.07023793,0.0002875505,1.0
2090000,0.011816705,None,0.15922582,None,None,860.0,0.0013317236,0.061804898,0.00028748647,1.0
2100000,0.0122513585,15681.0,0.1669671,24.400000363588333,24.400000363588333,869.0,0.001623899,0.07149383,0.00028742908,1.0
2110000,0.011308812,None,0.16669802,None,None,875.0,0.0012482454,0.069888905,0.00028737192,1.0
2120000,0.011854618,None,0.16395316,None,None,883.0,0.0012383761,0.07047063,0.00028730856,1.0
2130000,0.010596057,6481.0,0.15510693,9.400000140070915,9.400000140070915,891.0,0.0018991961,0.07318227,0.00028724544,1.0
2140000,0.011814,None,0.15611577,None,None,899.0,0.0011630848,0.06734479,0.00028718848,1.0
2150000,0.0120181935,None,0.15359068,None,None,907.0,0.0011668295,0.05879485,0.00028713146,1.0
2160000,0.011481602,None,0.15157427,None,None,914.0,0.0012712346,0.073581055,0.00028706802,1.0
2170000,0.011563295,None,0.15645508,None,None,922.0,0.0013126911,0.06145879,0.00028701068,1.0
2180000,0.011682757,4525.0,0.16209652,6.200000092387199,6.200000092387199,930.0,0.0021919108,0.06484673,0.0002869535,1.0
2190000,0.012165759,None,0.15904185,None,None,938.0,0.0012250489,0.06653745,0.00028688987,1.0
2200000,0.012013854,None,0.16475376,None,None,945.0,0.001345426,0.066439405,0.00028682625,1.0
2210000,0.012029444,None,0.16935228,None,None,953.0,0.0013986613,0.07176496,0.00028676927,1.0
2220000,0.012329202,85507.0,0.17032479,137.20000204443932,137.20000204443932,960.0,0.0016966201,0.06545633,0.00028671246,1.0
2230000,0.01107949,None,0.1743851,None,None,969.0,0.0012904031,0.07036575,0.0002866492,1.0
2240000,0.011360705,None,0.1693257,None,None,977.0,0.0012418211,0.075877205,0.00028658586,1.0
2250000,0.011525782,None,0.17095013,None,None,984.0,0.0013727458,0.061603215,0.00028652884,1.0
2260000,0.010855586,None,0.15940799,None,None,992.0,0.0013338375,0.06674828,0.00028647183,1.0
2270000,0.01020961,None,0.15875545,None,None,999.0,0.0013266924,0.06668358,0.00028640847,1.0
2280000,0.011775122,29357.0,0.16685128,46.90000069886446,46.90000069886446,1006.0,0.0014816024,0.06258546,0.00028635145,1.0
2290000,0.011384043,None,0.15152013,None,None,1013.0,0.0028112489,0.075630344,0.0002862946,1.0
2300000,0.012093817,None,0.1547309,None,None,1021.0,0.0012951875,0.07005598,0.00028623082,1.0
2310000,0.010921006,None,0.16216357,None,None,1029.0,0.0014065778,0.06861558,0.00028616714,1.0
2320000,0.009802544,None,0.16462001,None,None,1036.0,0.001271521,0.073263586,0.00028611012,1.0
2330000,0.009691354,3863.0,0.15650614,5.200000077486038,5.200000077486038,1044.0,0.0020167048,0.06209638,0.00028605328,1.0
2340000,0.011660464,None,0.1618356,None,None,1051.0,0.0012707317,0.071172684,0.00028598998,1.0
2350000,0.010467943,52781.0,0.15802273,84.60000126063824,84.60000126063824,1058.0,0.0020704803,0.06834862,0.00028592584,1.0
2360000,0.011011064,None,0.15938564,None,None,1065.0,0.0011957481,0.068200156,0.00028586847,1.0
2370000,0.011364811,None,0.16041753,None,None,1073.0,0.0011644515,0.063247845,0.00028581085,1.0
2380000,0.010608806,None,0.16380265,None,None,1081.0,0.001257733,0.07263074,0.0002857474,1.0
2390000,0.011532582,None,0.17032832,None,None,1088.0,0.0012839133,0.06855691,0.00028569036,1.0
2400000,0.009799927,None,0.16469166,None,None,1095.0,0.0012339795,0.06689009,0.00028563305,1.0
2410000,0.012370363,None,0.15995404,None,None,1103.0,0.0013676854,0.066872224,0.00028556958,1.0
2420000,0.011444501,None,0.16587046,None,None,1110.0,0.0013978647,0.07104404,0.00028550625,1.0
2430000,0.01185293,135359.0,0.1727222,221.4000032991171,221.4000032991171,1112.0,0.002381632,0.06965012,0.0002854487,1.0
2440000,0.011617969,None,0.17203575,None,None,None,0.001247171,0.07074477,0.0002853914,1.0
2450000,0.011719407,None,0.16770005,None,None,None,0.0012180225,0.06257337,0.00028532807,1.0
2460000,0.010222089,None,0.159958,None,None,None,0.0012480058,0.06574811,0.00028527086,1.0
2470000,0.010723196,None,0.16011459,None,None,None,0.0014179179,0.06719287,0.00028521364,1.0
2480000,0.011677387,17687.0,0.16499591,27.80000041425228,27.80000041425228,None,0.002137182,0.07100238,0.00028515025,1.0
2490000,0.01028622,None,0.16768315,None,None,None,0.0012176207,0.06979661,0.0002850866,1.0
2500000,0.011668993,None,0.16306686,None,None,None,0.0012999392,0.07523664,0.00028502935,1.0
2510000,0.011787057,None,0.16155563,None,None,None,0.0013286556,0.06477401,0.0002849723,1.0
2520000,0.01037619,62330.0,0.16015789,100.00000149011612,100.00000149011612,None,0.0020742286,0.06371041,0.00028490898,1.0
2530000,0.011784473,None,0.15529995,None,None,None,0.001154453,0.06321319,0.00028485176,1.0
2540000,0.010701648,None,0.15966979,None,None,None,0.0012847958,0.07546338,0.00028479457,1.0
2550000,0.010031327,None,0.16986041,None,None,None,0.0013084636,0.073203236,0.0002847312,1.0
2560000,0.011383921,None,0.16396955,None,None,None,0.0013138371,0.0652223,0.00028466783,1.0
2570000,0.011055624,10658.0,0.16079538,16.700000248849392,16.700000248849392,None,0.0035138447,0.066316836,0.00028461096,1.0
2580000,0.010710712,None,0.15059824,None,None,None,0.0011165979,0.06505345,0.00028455415,1.0
2590000,0.011022286,None,0.14944315,None,None,None,0.0012682608,0.0630226,0.0002844908,1.0
2600000,0.011199486,None,0.15614322,None,None,None,0.0013547009,0.067597345,0.00028442714,1.0
2610000,0.011575409,3215.0,0.15516232,4.6000000685453415,4.6000000685453415,None,0.0021539915,0.064824656,0.00028437006,1.0
2620000,0.011412859,None,0.15796383,None,None,None,0.0011183342,0.06456645,0.0002843129,1.0
2630000,0.010021642,None,0.15474205,None,None,None,0.0012537603,0.07046415,0.00028424955,1.0
2640000,0.010482534,None,0.15770502,None,None,None,0.0012070343,0.06677613,0.0002841862,1.0
2650000,0.010117079,28942.0,0.15777534,46.40000069141388,46.40000069141388,None,0.0021237386,0.073743254,0.00028412946,1.0
2660000,0.009651836,None,0.16422181,None,None,None,0.0012223364,0.0701664,0.00028407233,1.0
2670000,0.011279183,None,0.16866565,None,None,None,0.0013133874,0.06999288,0.00028400868,1.0
2680000,0.0107109565,None,0.16921517,None,None,None,0.0013046904,0.06802963,0.0002839508,1.0
2690000,0.011329572,None,0.16131857,None,None,None,0.0012623499,0.0727777,0.0002838932,1.0
2700000,0.010882744,None,0.15159011,None,None,None,0.0012541879,0.06761156,0.00028382975,1.0
2710000,0.011260599,None,0.16020262,None,None,None,0.0013910163,0.068274535,0.00028376598,1.0
2720000,0.011182043,45737.0,0.16073316,72.6000010818243,72.6000010818243,None,0.0023588531,0.065931186,0.00028370868,1.0
2730000,0.010874916,None,0.16161846,None,None,None,0.0012591687,0.07015678,0.0002836516,1.0
2740000,0.010750677,None,0.1638718,None,None,None,0.0012620605,0.073518164,0.00028358772,1.0
2750000,0.010612053,None,0.16167758,None,None,None,0.0012758705,0.06647898,0.00028353016,1.0
2760000,0.010774955,None,0.16561623,None,None,None,0.0014059644,0.06632597,0.00028347262,1.0
2770000,0.0105844615,None,0.15973003,None,None,None,0.0012708086,0.07333784,0.000283409,1.0
2780000,0.011028109,None,0.15998551,None,None,None,0.0013580457,0.06850412,0.00028334564,1.0
2790000,0.011653222,62695.0,0.15686785,100.80000150203705,100.80000150203705,1115.0,0.0024113248,0.069115296,0.00028328874,1.0
2800000,0.010273298,None,0.15708598,None,None,1122.0,0.0012693321,0.07024665,0.00028323176,1.0
2810000,0.009815636,None,0.16178569,None,None,1130.0,0.0012722227,0.072872475,0.0002831684,1.0
2820000,0.012024377,None,0.16288507,None,None,1138.0,0.0013277932,0.06282881,0.00028311138,1.0
2830000,0.009714818,None,0.16715859,None,None,1145.0,0.001398417,0.06481625,0.00028305416,1.0
2840000,0.011010743,60641.0,0.15972653,97.20000144839287,97.20000144839287,1153.0,0.0022192497,0.06508042,0.00028299016,1.0
2850000,0.0103228465,None,0.15766643,None,None,1160.0,0.00117807,0.06653437,0.00028292596,1.0
2860000,0.010640345,None,0.15993363,None,None,1167.0,0.001254176,0.06546234,0.00028286886,1.0
2870000,0.009715935,None,0.16029838,None,None,1175.0,0.0013007631,0.07157925,0.00028281184,1.0
2880000,0.011026475,None,0.16392794,None,None,1182.0,0.0013452021,0.068899676,0.00028274822,1.0
2890000,0.010995925,22460.0,0.15994889,36.0000005364418,36.0000005364418,1189.0,0.0013913336,0.06837883,0.00028269103,1.0
2900000,0.0091481265,None,0.16732499,None,None,1196.0,0.0018302897,0.068272054,0.00028262677,1.0
2910000,0.010978644,None,0.16462983,None,None,1203.0,0.0012526906,0.06238962,0.00028256973,1.0
2920000,0.010330959,None,0.161205,None,None,1211.0,0.0012436515,0.061766963,0.00028251272,1.0
2930000,0.010431512,None,0.16392982,None,None,1219.0,0.0013303099,0.06563466,0.00028244936,1.0
2940000,0.0107032275,None,0.16862409,None,None,1227.0,0.0012980972,0.06779401,0.000282386,1.0
2950000,0.0099233575,153210.0,0.16252196,245.20000365376472,245.20000365376472,1231.0,0.002367207,0.061406646,0.00028232895,1.0
2960000,0.009503446,None,0.15451862,None,None,None,0.0011384913,0.060513593,0.0002822715,1.0
2970000,0.011046984,None,0.15406446,None,None,None,0.0012414987,0.06330968,0.00028220747,1.0
2980000,0.01101477,None,0.17053112,None,None,None,0.0013732591,0.069309376,0.00028215043,1.0
2990000,0.010737601,None,0.16942482,None,None,None,0.0013479824,0.071936935,0.00028209342,1.0
3000000,0.010288173,None,0.16580664,None,None,None,0.0013626158,0.0752751,0.00028202977,1.0
3010000,0.011161069,103955.0,0.16402149,167.40000249445438,167.40000249445438,None,0.0021944693,0.070232235,0.00028196635,1.0
3020000,0.010390386,None,0.15940022,None,None,None,0.0010803005,0.06724114,0.00028190916,1.0
3030000,0.009751328,None,0.16307007,None,None,None,0.0012814639,0.069193736,0.00028185206,1.0
3040000,0.009940674,None,0.16111907,None,None,None,0.0012444543,0.06939098,0.00028178838,1.0
3050000,0.00973747,None,0.16207208,None,None,None,0.0012938066,0.06941206,0.00028173137,1.0
3060000,0.010136411,31365.0,0.15656163,49.80000074207783,49.80000074207783,None,0.0012815576,0.06925414,0.00028167403,1.0
3070000,0.009571241,None,0.1563554,None,None,None,0.0017503528,0.06994618,0.00028161093,1.0
3080000,0.0100649465,None,0.16544235,None,None,None,0.00124322,0.06533476,0.0002815476,1.0
3090000,0.010231993,None,0.16447961,None,None,None,0.0012178931,0.06441618,0.0002814904,1.0
3100000,0.009811212,None,0.16577831,None,None,None,0.0012206113,0.06521041,0.00028143317,1.0
3110000,0.010551156,None,0.16125764,None,None,None,0.0012774586,0.06958251,0.00028136978,1.0
3120000,0.009163505,None,0.15482968,None,None,None,0.0012300484,0.068344854,0.00028130642,1.0
3130000,0.010349804,None,0.15612724,None,None,None,0.0013198422,0.06716563,0.0002812494,1.0
3140000,0.010187967,6846.0,0.15963894,10.200000151991844,10.200000151991844,None,0.0022059954,0.066070154,0.0002811924,1.0
3150000,0.010751075,None,0.16043484,None,None,None,0.001265621,0.06898576,0.00028112903,1.0
3160000,0.009665692,None,0.16246866,None,None,None,0.0012387102,0.06974924,0.00028106567,1.0
3170000,0.010330668,None,0.1625071,None,None,None,0.0012623643,0.068512045,0.00028100866,1.0
3180000,0.010114586,None,0.15913565,None,None,None,0.0013186283,0.07328148,0.00028095112,1.0
3190000,0.010575294,4409.0,0.15898646,6.400000095367432,6.400000095367432,None,0.0020986665,0.0719502,0.00028088753,1.0
3200000,0.010350561,None,0.16104797,None,None,None,0.0012220321,0.06774085,0.00028083049,1.0
3210000,0.010505188,None,0.16172215,None,None,None,0.0012327005,0.06696035,0.0002807735,1.0
3220000,0.008459051,None,0.15881364,None,None,None,0.0012365201,0.06737783,0.0002807099,1.0
3230000,0.009925931,None,0.16060643,None,None,None,0.0012693836,0.06846435,0.00028064617,1.0
3240000,0.009249482,None,0.15890636,None,None,None,0.0013206471,0.06573155,0.00028058898,1.0
3250000,0.009760851,None,0.15940799,None,None,None,0.0013406572,0.07155444,0.00028053197,1.0
3260000,0.0098786475,28544.0,0.16284281,45.200000673532486,45.200000673532486,None,0.001614221,0.06914316,0.00028046867,1.0
3270000,0.009708676,None,0.16861865,None,None,None,0.0012822846,0.075664885,0.00028040563,1.0
3280000,0.010589894,None,0.16417924,None,None,None,0.0012269608,0.06321329,0.0002803486,1.0
3290000,0.010046272,None,0.16105108,None,None,None,0.0012530091,0.06766397,0.0002802914,1.0
3300000,0.009307146,None,0.16221252,None,None,None,0.0013408853,0.068363585,0.0002802277,1.0
3310000,0.0086852275,None,0.16197424,None,None,None,0.0012958124,0.06599502,0.0002801704,1.0
3320000,0.010120498,None,0.1638547,None,None,None,0.0013791918,0.06901311,0.00028011337,1.0
3330000,0.009179941,None,0.16662633,None,None,None,0.0013221448,0.070736,0.00028005004,1.0
3340000,0.009954783,None,0.15615162,None,None,None,0.0013917311,0.07020551,0.00027998668,1.0
3350000,0.009447403,32022.333333333332,0.16117083,50.80000075697899,50.80000075697899,None,0.003627052,0.0623245,0.00027992972,1.0
3360000,0.010156477,None,0.15282246,None,None,None,0.0011210933,0.06641915,0.00027987335,1.0
3370000,0.009941844,None,0.1525928,None,None,None,0.0012741031,0.06672125,0.00027981,1.0
3380000,0.009796238,None,0.15743929,None,None,None,0.0013312346,0.07106308,0.00027974645,1.0
3390000,0.010851774,None,0.15278937,None,None,None,0.0013119769,0.07086314,0.00027968895,1.0
3400000,0.00931887,None,0.15356319,None,None,None,0.0013635487,0.06413482,0.0002796313,1.0
3410000,0.0097592,None,0.15910195,None,None,None,0.0014356535,0.075130984,0.00027956738,1.0
3420000,0.0091485,None,0.15639596,None,None,1237.0,0.0013724569,0.06824237,0.0002795103,1.0
3430000,0.01014348,6866.0,0.15830396,10.000000149011612,10.000000149011612,1244.0,0.0025629913,0.068179145,0.0002794534,1.0
3440000,0.010414132,None,0.15654054,None,None,1251.0,0.0011596435,0.07121585,0.00027938944,1.0
3450000,0.009429109,None,0.14986314,None,None,1259.0,0.0012894572,0.066482596,0.00027932593,1.0
3460000,0.00988731,None,0.15738553,None,None,1267.0,0.0013613243,0.06283887,0.0002792689,1.0
3470000,0.008774311,3646.0,0.1521426,5.000000074505806,5.000000074505806,1273.0,0.002045462,0.068720974,0.00027921188,1.0
3480000,0.010260085,None,0.15629007,None,None,1280.0,0.001279465,0.06892017,0.00027914852,1.0
